label,fallacy_example,non-fallacy_example
faulty generalization,Lo único que les importa a las mujeres es su aspecto.,
faulty generalization,"Los asiáticos son pésimos atletas, pero lo hacen bien en la Olimpiada de Matemáticas.",
faulty generalization,El arte levanta el espíritu humano.,
faulty generalization,"Los hombres blancos no pueden saltar. No, en serio, ¡no pueden!",
faulty generalization,Nadie cree que la falta de vivienda sea algo bueno.,
faulty generalization,En el corazón de todo hombre está el deseo de ser libre.,
faulty generalization,Se nota que ese tipo es mexicano: lleva un sombrero.,
faulty generalization,La confesión es buena para el alma.,
faulty generalization,"Mi abuelo era el típico irlandés: amable, extrovertido y borracho la mitad del tiempo.",
faulty generalization,"El juez del Tribunal Supremo Byron White fue un jugador de fútbol americano en la universidad, así que ¿cómo puede decir que los atletas son tontos?",
faulty generalization,Pastor Pete: ¡La gente se está volviendo a Dios en todas partes! 9 de cada 10 personas que entrevisté dijeron que tenían una relación personal con Jesucristo. Fred: ¿Dónde encontró a estas personas que entrevistó? Pastor Pete: En mi iglesia.,
faulty generalization,"""Llevaba botas vaqueras en su última foto de Instagram, así que le debe gustar la música country"".",
faulty generalization,El edificio está cerrado. Vi a dos personas de pie frente a la puerta.,
faulty generalization,"He preguntado a mis cinco amigos más cercanos y todos están de acuerdo en que el nuevo entrenador del equipo de cestería subacuática es un imbécil, por lo tanto, no me presentaré al equipo",
faulty generalization,"""Los estadounidenses que conozco dicen que eligieron al nuevo presidente porque estaban cansados de que sus empleos se enviaran al extranjero. Esta cuestión de los puestos de trabajo llevó a este presidente al cargo"".",
faulty generalization,"""El hospital de Omán hizo pruebas a tres pacientes de Abu Dhabi y descubrió que tenían la enfermedad. Inmediatamente prohibieron la entrada al hospital a todas las personas de Abu Dhabi"".",
faulty generalization,"Mi padre fumaba cuatro paquetes de cigarrillos al día desde los catorce años y vivió hasta los sesenta y nueve. Por lo tanto, fumar realmente no puede ser tan malo para ti.",
faulty generalization,Los alumnos de mi clase de sexto grado escuchan mucha música de reggaetón. Suelo escuchar reggaetón cuando tienen los auriculares o cascos puestos mientras trabajan en NoRedInk. Todos los alumnos de sexto grado deben escuchar reggaetón.,
faulty generalization,"Los chicos son desordenados y sucios, pero son muy trabajadores.",
faulty generalization,"Los auxiliares de vuelo son las personas más agradables. Yo debería saberlo, he tomado dos vuelos.",
faulty generalization,A todo el mundo le gusta ir al cine.,
faulty generalization,"Sé que nuestros anuncios de televisión son más eficaces que los de la radio. Las cifras muestran que llegamos al doble de audiencia con la televisión, y nuestros grupos de discusión recuerdan el anuncio de televisión un 38% más que la cuña de radio.",
faulty generalization,"¿Cree la mayoría de los estadounidenses en Dios? Para averiguarlo, preguntamos a más de 10.000 científicos de colegios y universidades de toda América. Menos del 40% dijo que creía en Dios. La conclusión es obvia: la mayoría de los estadounidenses ya no creen en Dios.",
faulty generalization,"Miller Lite es una cerveza barata, así que la Guinness también lo será",
faulty generalization,Los demócratas son homosexuales y los republicanos son ricos.,
faulty generalization,Hoy en día la gente sólo vota con sus emociones en lugar de con su cerebro.,
faulty generalization,"Aunque sólo es el primer día, puedo decir que este va a ser un curso aburrido.",
faulty generalization,"Nunca compraría un Buick. Mi padre tuvo dos de ellos y ambos tenían frecuentes problemas de transmisión. Obviamente, los Buicks se estropean todo el tiempo.",
faulty generalization,Todo el mundo está en contra de la pornografía infantil. Pregunté a la Sra. Smith y al Sr. Jones en la reunión de la Asociación de Padres de Alumnos y definitivamente están en contra.,
faulty generalization,"Jason dijo que eso estaba muy bien y todo, pero su abuelo fumaba como 30 cigarrillos al día y vivió hasta los 97 años, así que no te creas todo lo que leas sobre metaanálisis de estudios metodológicamente sólidos que muestran relaciones causales probadas.",
faulty generalization,"Esta nueva prueba parecía muy prometedora, pero los 3 estudios que apoyaban su validez resultaron tener fallos metodológicos críticos, por lo que la prueba probablemente no sea válida.",
faulty generalization,Todos los petirrojos tienen el pecho rojo,
faulty generalization,los hombres no lloran,
faulty generalization,"Sé con certeza que los fantasmas existen. Mi amigo, que es una persona muy fiable, ha visto fantasmas en muchas ocasiones.",
faulty generalization,"Sam está montando en bicicleta en su ciudad natal de Maine, ocupándose de sus propios asuntos. Una furgoneta viene detrás de ella y el conductor empieza a tocar el claxon y trata de obligarla a salirse de la carretera. Al pasar, el conductor le grita ""¡súbete a la acera, que es donde debes estar!"". Sam ve que el coche tiene matrícula de Ohio y concluye que todos los conductores de Ohio son unos imbéciles.",
faulty generalization,"Bill: ""Sabes, todas esas feministas odian a los hombres"". Joe: ""¿En serio?"" Bill: ""Sí. El otro día estaba en mi clase de filosofía y esa chica Rachel hizo una presentación"". Joe: ""¿Qué Rachel?"" Bill: ""La conoces. Es la que dirige ese grupo feminista en el Centro de la Mujer. Dijo que los hombres son todos unos cerdos sexistas. Le pregunté por qué lo creía y me dijo que sus últimos novios eran unos auténticos cerdos machistas. ""Joe: ""Eso no suena como una buena razón para creer que todos somos cerdos"". Bill: ""Eso fue lo que dije"". Joe: ""¿Qué dijo ella?"" Bill: ""Ella dijo que había visto lo suficiente de los hombres para saber que todos somos cerdos. Obviamente odia a todos los hombres"". Joe: ""¿Entonces crees que todas las feministas son como ella?"" Bill: ""Claro, todas odian a los hombres"".",
faulty generalization,"El ejercicio es bueno. Por lo tanto, todo el mundo debería hacer ejercicio"". ""'Estoy de acuerdo', dijo Polly con seriedad. Quiero decir que el ejercicio es maravilloso. Quiero decir que fortalece el cuerpo y todo.'",
faulty generalization,"Todo el mundo entiende que los valores de la ciudad de Nueva York son socialmente liberales y están a favor del aborto y del matrimonio gay', dijo. 'Y se centran en el dinero y los medios de comunicación.",
faulty generalization,Nunca he escuchado un disco de Neil Young hasta el final porque todos suenan como si alguien estrangulara a un gato (¿o no?).,
faulty generalization,"Era un día lluvioso en Harvard Square, por lo que el tráfico peatonal a través del atrio desde Mass Ave hasta Mount Auburn Street era más intenso de lo que podría haber sido si hubiera salido el sol. Mucha gente llevaba paraguas, que la mayoría enrollaba dentro. Siempre había pensado que Cambridge, en los alrededores de Harvard, podría tener el mayor número de paraguas per cápita de cualquier lugar del mundo. La gente los usaba cuando nevaba. En mi infancia, en Laramie, Wyoming, solíamos pensar que la gente que llevaba paraguas era una mariquita.",
faulty generalization,"Tres representantes del Congreso han tenido aventuras. Por lo tanto, los miembros del Congreso son adúlteros.",
faulty generalization,"Un grupo ecologista bloqueó ilegalmente a los madereros y a los trabajadores de una central nuclear. Por tanto, los ecologistas son radicales que se toman la justicia por su mano.",
faulty generalization,A los franceses se les da muy bien besar. Julie es francesa. ¡Consígueme una cita!,
faulty generalization,Los ateos están en bancarrota moral.,
faulty generalization,"Según una encuesta realizada a 1.000 propietarios estadounidenses, el 99% de los encuestados tiene dos o más automóviles por un valor medio de 100.000 dólares cada uno.  Por tanto, los estadounidenses son muy ricos.",
faulty generalization,"Esposa: ¿Debemos comprar la casa? Esposo: El agente inmobiliario no dijo nada sobre ningún problema, así que estoy seguro de que está bien. Comprémosla.",
faulty generalization,"Se hace tarde, y aún tenemos que decidir el presupuesto escolar. ¿Qué te parece si lo dejamos como está y lo damos por terminado?",
faulty generalization,"Mi madre siempre me ha dicho que no beba leche después de comer pescado porque conoce a una amiga a la que se le quedó la piel hecha un parche después de beber leche y comer pescado juntos. Además, muchas otras personas me han dicho lo mismo, así que debe ser cierto.",
faulty generalization,"Si usamos una sola lata más de laca este mes, la Tierra, tal y como la conocemos, dejará de existir.",
